complaint_text,label
sa pag-aayos ng aircon. Kinuha niya ang paunang bayad para sa bagong compressor pero ang ikinabit pala niya ay isang lumang surplus na nasira din pagkalipas lang ng dalawang araw na paggamit sa amin doon sa pader. Kinuha ng may-ari ng katabing lupa ang aming,Property Disputes
"mga pananim na saging na malapit sa aming boundary line. Sinasabi niya na sa lupa niya tumubo ang mga puno kaya sa kanya ang mga prutas, kahit malinaw na nakatanim ang mga ito sa sakop ko sa titulo natin sa likod. Bigla na lang akong sinuntok ng aking",Petty Criminal Offenses
kapitbahay sa mukha habang ako ay nagdidilig ng halaman sa labas ng aming bahay. Galit na galit siya dahil natalsikan daw ng kaunting tubig ang kanyang sapatos na nakatapat sa pampublikong eskinita sa amin sa tapat ng gate. Inabuso po ng aking landlord ang aming,Contract Disputes
"kontrata sa upa sa pamamagitan ng pagtaas ng renta ng limampung porsyento ngayong buwan nang walang pormal na abiso, at pinagbabantaan kaming palayasin agad kung hindi kami papayag sa gusto niya ngayon doon sa pader natin. Kinuha po ng aking hipag ang motor ng aking",Family Matters
"asawa nang walang pahintulot habang kami ay nasa trabaho kahapon sa opisina natin. Ibinenta pala niya ito sa isang kakilala niya sa kabilang barangay para pambayad sa kanyang mga utang sa bumbay sa palengke natin doon sa tapat. Habang naglalakad ako sa kalsada pauwi, bigla",Petty Criminal Offenses
akong hinarang ng aking kapitbahay na galit na galit at sinuntok ako sa balikat dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Napakababaw ng dahilan para manakit siya nang pisikal sa daan natin. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
"shared wall sa pamamagitan ng pagkabit ng kanilang malaking exhaust fan na direktang bumubuga ng mantika at usok sa tapat ng aming bintana, kaya nagiging madumi ang aming bahay araw-araw sa loob natin sa kusina natin. Kinuha ng aking pinsan ang delivery truck ng Money / Debt Disputes aming maliit na negosyo at ginamit sa personal niyang paglipat ng bahay nang walang paalam sa amin doon. Nasira po ang clutch nito dahil sa maling paggamit at ayaw niya kaming bayaran sa repair ng sasakyan natin sa shop. Nagtalo kami sa pila ng traysikel sa kanto nang",Petty Criminal Offenses
bigla akong sinuntok ng isang drayber sa mukha. Namamaga po ang aking kanang pisngi ngayon kaya nais kong maghain ng reklamo laban sa kanya para sa ginawa niyang marahas na pananakit sa akin kahapon doon sa tapat ng sakayan. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng garahe ng kanilang dalawang kotse ang tapat ng aming gate. Hindi na tuloy namin mailabas ang aming sariling sasakyan lalo na kapag may emergency kami sa gabi sa pamilya namin sa looban natin. Kinuha po ng aking katrabaho ang aking Money / Debt Disputes mamahaling jacket sa loob ng locker room ng aming kumpanya kahapon sa planta natin. Nakita siya sa security camera na suot-suot ito habang lumalabas ng gate, pero nung hiningi ko ay pinalalabas niya na sa kanya daw iyon sa tapat. Sinugod ako ng aking kapatid sa loob ng aking",Family Matters
sariling bakuran tapos nanuntok siya dahil sa away sa pampamilyang negosyo natin sa compound natin. Tinamaan ako sa balikat at pinagbantaan pa akong papatayin kung hindi ko ibibigay ang aking parte sa kanya ngayon sa daan. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bakod sa pamamagitan ng pagtatambak ng maruruming basura at sako doon na nagiging sanhi ng masangsang na amoy at dagsa ng mga uod na pumapasok na sa loob ng aming sala at kusina araw-araw sa amin doon sa pader natin. Kinuha ng kapitbahay ko ang aking mga hollow Money / Debt Disputes blocks na nakatambak sa tapat ng aking lote para sa gagawin kong bakod. Nakita sila ng aking anak na binuhat ang mga ito gabi-gabi para gamitin sa pagpapatayo ng kanilang sariling kusina sa likod nila sa tabi ng pader. Bigla na lang akong sinuntok ng aking,Petty Criminal Offenses
kapitbahay sa panga bahang ako ay nagwawalis sa tapat ng aming pinto kagabi sa looban natin. Galit na galit siya dahil natalsikan daw ng kaunting alikabok ang kanyang motorsiklo na nakaparada sa pampublikong daan sa tapat natin sa daan natin. Inabuso po ng aking asawa ang aming joint,Family Matters
account sa bangko. Kinuha niya ang lahat ng aming naipon para sa pag-aaral ng aming mga anak at ibinigay sa kanyang mga kamag-anak nang walang konsultasyon o pahintulot mula sa aking sarili sa pamilya natin sa bahay. Kinuha po ng aking tito ang mga dokumento ng,Family Matters
"aming lupang sakahan nang walang pahintulot ng aking ina kahapon sa probinsya natin. Ginagamit niya ito ngayon upang baguhin ang pangalan sa tax declaration para sa kanyang sariling kapakinabangan sa probinsya natin doon sa bukid natin. Habang ako ay namimili sa sari-sari store, bigla",Petty Criminal Offenses
akong sinuntok ng isang lasing na lalaki sa likod dahil lamang sa hindi ko siya binigyan ng barya para pambili ng sigarilyo. Maraming tao ang nakasaksi sa pangyayari na nagdulot sa akin ng hiya doon sa palengke natin. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bintana dahil doon niya direktang itinutok ang usok mula sa kanilang pagluluto gamit ang uling araw-araw. Nagiging sanhi ito ng ubo at hika ng aking mga maliliit na anak sa loob ng kwarto namin sa subdibisyon natin sa block. Kinuha ng aking kumpare ang aking mga gamit Money / Debt Disputes sa construction tulad ng welding machine at grinder nang walang paalam habang ako ay nasa trabaho sa site natin. Ginamit niya ito at nung ibinalik ay sunog na ang motor nito at ayaw niya akong bayaran sa repair nito sa shop natin. Nagtalo kami sa tamang linya ng patubig sa,Petty Criminal Offenses
bukid nang bigla akong sinuntok ng aking katabi sa mukha. Namamaga po ang aking kanang mata ngayon kaya hindi ako makasaka nang maayos dahil sa ginawa niyang marahas na pananakit sa akin doon sa bukid natin sa kanto. Inabuso po ng contractor ang aming,Contract Disputes
pinirmahang kasunduan para sa pagpapagawa ng kusina. Kinuha niya ang downpayment na sampung libong piso pero lampas na ang tatlong linggo ay wala pa ring nasisimulan at laging patay ang kanyang cellphone sa amin sa bahay natin. Kinuha po ng aking pinsan ang buong halaga,Family Matters
ng insurance payout ng aming namatay na lola nang walang abiso sa pamilya. Siya lang ang humawak ng pera at tuluyan niyang kinalimutan ang aming bahagi na napagkasunduan namin noon sa ospital sa amin sa probinsya natin. Sinugod ako ng aking kapitbahay sa loob ng,Petty Criminal Offenses
aking tindahan tapos nanuntok siya dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Tinamaan ako sa braso at sinabihan pa akong hinding-hindi niya ako tatantanan sa barangay natin ngayon sa tapat ng daan. Inabuso po ng aming katabi sa compound ang,Neighbor Disputes
"shared laundry area sa pamamagitan ng pag-iwan ng kanilang mga maruruming balde doon nang ilang araw, kaya nag-aamoy panis at hindi kami makagamit nang maayos ng aking pamilya araw-araw doon sa looban natin sa pader. Kinuha ng kapitbahay ko ang aking alagang Money / Debt Disputes aso na nakatali sa loob ng aking bakuran habang kami ay nasa simbahan. Nakita siya ng isang bata sa purok na hinalit ang tali at ipinasok sa kanyang sariling bahay, pero ayaw niyang ibalik sa amin doon sa amin sa looban. Bigla na lang akong sinuntok sa mukha ng",Petty Criminal Offenses
aking kumpare habang kami ay nag-uusap sa tapat ng barangay hall tungkol sa utang niya sa akin. Masyado siyang naging agresibo nung sabihin kong kailangan na niyang magbayad dahil gipit din ako ngayon sa daan natin sa kanto. Inabuso po ng aking tiyahin ang aming,Family Matters
ancestral house sa pamamagitan ng paggawa nito bilang bodega ng kanyang mga paninda nang walang pahintulot ng aking pamilya. Nakatambak ang mga kahon kaya hindi na kami makadaan nang maayos sa loob ng sala natin sa bahay namin. Kinuha po ng katabing subdivision ang aming,Property Disputes
right-of-way sa pamamagitan ng pagtatayo ng konkretong pader na humaharang sa aming daanan patungo sa kalsada. Napipilitan tuloy kaming umikot sa napakalayong subdibisyon para lang makalabas gabi-gabi sa amin sa kanto natin. Habang nagwawalis ako sa labas ng aking,Petty Criminal Offenses
"pinto, bigla akong sinuntok ng isang kapitbahay sa likod dahil napagbintangan niya akong nagkakalat ng tsismis tungkol sa kanyang anak. Wala naman siyang katibayan pero nanakit siya nang pisikal sa akin doon sa eskinita natin. Inabuso po ng aking landlord ang aming",Contract Disputes
"karapatan bilang tenant sa pamamagitan ng pagpatay sa linya ng kuryente at tubig dahil lang nahuli kami ng dalawang araw sa pagbabayad ng renta, kahit na maayos naman kaming nagpaliwanag sa kanya kahapon sa daan natin sa labas. Kinuha ng aking bayaw ang aking motorsiklo",Family Matters
nang walang pahintulot habang ako ay natutulog sa loob ng bahay. Ibinenta pala niya ito sa isang kakilala niya sa kabilang purok para pambayad sa kanyang mga utang sa online sabong sa palengke natin doon sa tapat ng kanto. Nagtalo kami tungkol sa basurang itinapon sa,Petty Criminal Offenses
tapat ng aming pinto nang bigla akong sinuntok ng anak ng kapitbahay ko sa panga. Nawalan ako ng malay nang ilang segundo at masakit pa rin ang aking ngipin hanggang ngayon dahil sa lakas ng tama doon sa amin sa gate natin. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng tambakan ng mga kalawangin at sirang yero ang gilid ng aming pader. Pinamumugaran na ito ng mga daga na pumapasok sa aming kusina pero nagmamatigas silang huwag linisin doon sa amin sa tapat ng gate. Kinuha po ng aking katrabaho ang aking ATM Money / Debt Disputes card sa loob ng aking bag habang ako ay nasa banyo, at nalaman ko na lang na nag-withdraw siya ng limang libong piso dahil alam niya ang aking pin code mula sa nakaraang transaksyon natin sa bangko natin sa opisina natin. Sinugod ako ng aking pinsan sa tapat ng aming",Family Matters
"gate tapos nanuntok siya dahil sa selos sa hatian ng ani sa aming bukid. Tinamaan ako sa mukha at nagkaroon ako ng sugat sa labi, kaya nais ko siyang ireklamo sa barangay para sa gulo na ito ngayon sa atin sa looban natin. Inabuso po ng technician ang aming kontrata",Contract Disputes
sa pag-aayos ng aircon. Kinuha niya ang paunang bayad para sa bagong compressor pero ang ikinabit pala niya ay isang lumang surplus na nasira din pagkalipas lang ng dalawang araw na paggamit sa amin doon sa pader natin. Kinuha ng may-ari ng katabing lupa ang aming,Property Disputes
"mga pananim na saging na malapit sa aming boundary line. Sinasabi niya na sa lupa niya tumubo ang mga puno kaya sa kanya ang mga prutas, kahit malinaw na nakatanim ang mga ito sa sakop ko sa titulo natin sa likod ng bahay. Bigla na lang akong sinuntok ng aking",Petty Criminal Offenses
kapitbahay sa mukha habang ako ay nagdidilig ng halaman sa labas ng aming bahay. Galit na galit siya dahil natalsikan daw ng kaunting tubig ang kanyang sapatos na nakatapat sa pampublikong eskinita sa amin sa tapat ng gate natin. Inabuso po ng aking landlord ang aming,Contract Disputes
"kontrata sa upa sa pamamagitan ng pagtaas ng renta ng limampung porsyento ngayong buwan nang walang pormal na abiso, at pinagbabantaan kaming palayasin agad kung hindi kami papayag sa gusto niya ngayon doon sa pader natin sa tabi. Kinuha po ng aking hipag ang motor ng aking",Family Matters
"asawa nang walang pahintulot habang kami ay nasa trabaho kahapon sa opisina natin sa kumpanya. Ibinenta pala niya ito sa isang kakilala niya sa kabilang barangay para pambayad sa kanyang mga utang sa bumbay sa palengke natin doon sa tapat ng tindahan. Habang naglalakad ako sa kalsada pauwi, bigla",Petty Criminal Offenses
akong hinarang ng aking kapitbahay na galit na galit at sinuntok ako sa balikat dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Napakababaw ng dahilan para manakit siya nang pisikal sa daan natin sa purok. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
"shared wall sa pamamagitan ng pagkabit ng kanilang malaking exhaust fan na direktang bumubuga ng mantika at usok sa tapat ng aming bintana, kaya nagiging madumi ang aming bahay araw-araw sa loob natin sa kusina natin sa pader. Kinuha ng aking pinsan ang delivery truck ng Money / Debt Disputes aming maliit na negosyo at ginamit sa personal niyang paglipat ng bahay nang walang paalam sa amin doon. Nasira po ang clutch nito dahil sa maling paggamit at ayaw niya kaming bayaran sa repair ng sasakyan natin sa shop natin. Nagtalo kami sa pila ng traysikel sa kanto nang",Petty Criminal Offenses
bigla akong sinuntok ng isang drayber sa mukha. Namamaga po ang aking kanang pisngi ngayon kaya nais kong maghain ng reklamo laban sa kanya para sa ginawa niyang marahas na pananakit sa akin kahapon doon sa tapat ng sakayan natin. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng garahe ng kanilang dalawang kotse ang tapat ng aming gate. Hindi na tuloy namin mailabas ang aming sariling sasakyan lalo na kapag may emergency kami sa gabi sa pamilya namin sa looban natin sa subdibisyon. Kinuha po ng aking katrabaho ang aking Money / Debt Disputes mamahaling jacket sa loob ng locker room ng aming kumpanya kahapon sa planta natin sa tabi. Nakita siya sa security camera na suot-suot ito habang lumalabas ng gate, pero nung hiningi ko ay pinalalabas niya na sa kanya daw iyon sa tapat natin. Sinugod ako ng aking kapatid sa loob ng aking",Family Matters
sariling bakuran tapos nanuntok siya dahil sa away sa pampamilyang negosyo natin sa compound natin sa pamilya. Tinamaan ako sa balikat at pinagbantaan pa akong papatayin kung hindi ko ibibigay ang aking parte sa kanya ngayon sa daan natin. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bakod sa pamamagitan ng pagtatambak ng maruruming basura at sako doon na nagiging sanhi ng masangsang na amoy at dagsa ng mga uod na pumapasok na sa loob ng aming sala at kusina araw-araw sa amin doon sa pader natin sa looban. Kinuha ng kapitbahay ko ang aking mga hollow Money / Debt Disputes blocks na nakatambak sa tapat ng aking lote para sa gagawin kong bakod. Nakita sila ng aking anak na binuhat ang mga ito gabi-gabi para gamitin sa pagpapatayo ng kanilang sariling kusina sa likod nila sa tabi ng pader natin. Bigla na lang akong sinuntok ng aking,Petty Criminal Offenses
kapitbahay sa panga habang ako ay nagwawalis sa tapat ng aming pinto kagabi sa looban natin sa daan. Galit na galit siya dahil natalsikan daw ng kaunting alikabok ang kanyang motorsiklo na nakaparada sa pampublikong daan sa tapat natin sa daan natin sa labas. Inabuso po ng aking asawa ang aming joint,Family Matters
account sa bangko. Kinuha niya ang lahat ng aming naipon para sa pag-aaral ng aming mga anak at ibinigay sa kanyang mga kamag-anak nang walang konsultasyon o pahintulot mula sa aking sarili sa pamilya natin sa bahay natin. Kinuha po ng aking tito ang mga dokumento ng,Family Matters
"aming lupang sakahan nang walang pahintulot ng aking ina kahapon sa probinsya natin sa bukid. Ginagamit niya ito ngayon upang baguhin ang pangalan sa tax declaration para sa kanyang sariling kapakinabangan sa probinsya natin doon sa bukid natin sa kalsada. Habang ako ay namimili sa sari-sari store, bigla",Petty Criminal Offenses
akong sinuntok ng isang lasing na lalaki sa likod dahil lamang sa hindi ko siya binigyan ng barya para pambili ng sigarilyo. Maraming tao ang nakasaksi sa pangyayari na nagdulot sa akin ng hiya doon sa palengke natin sa tabi. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bintana dahil doon niya direktang itinutok ang usok mula sa kanilang pagluluto gamit ang uling araw-araw. Nagiging sanhi ito ng ubo at hika ng aking mga maliliit na anak sa loob ng kwarto namin sa subdibisyon natin sa block natin. Kinuha ng aking kumpare ang aking mga gamit Money / Debt Disputes sa construction tulad ng welding machine at grinder nang walang paalam habang ako ay nasa trabaho sa site natin sa kumpanya. Ginamit niya ito at nung ibinalik ay sunog na ang motor nito at ayaw niya akong bayaran sa repair nito sa shop natin sa kanto. Nagtalo kami sa tamang linya ng patubig sa,Petty Criminal Offenses
